,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
24,,,,,,,,,,,,,,,,,,31.7211716513642,31.7195624072392,31.7359085525206,31.7389697410835,7.6246875,7.55175480769231,7.46014423076923,7.38609975961538,7.29426682692308,7.22533653846154,7.15373798076923,7.06790865384615,7.00075721153846,6.93071514423077,6.86912259615385,6.80263822115385,6.74549278846154,6.66966947115385,6.61274639423078,6.54637319711539,6.48945012019231,6.44208834134616,6.43258263221154,6.37816105769231,6.32813100961539,6.27126352163462,6.28677283653847,6.2143682391827,6.21195012019231,6.17640099158654,6.17637319711539,6.17570612980769,6.10049429086539,6.11947791466347,6.10166165865385,6.10052208533654,6.10054987980769,6.10344050480769,6.17642878605769,6.15741736778846,6.17815204326924,6.23335186298078,6.2155078125,6.29024714543269,6.31856971153847,6.34775390625,6.40417668269231,6.46104417067308,6.51791165865385,6.5558233173077,6.60318509615385,6.66010817307693,6.72659254807693,6.78373798076923,6.85956129807693,6.92693509615385,6.98741586538461,7.06835336538462,7.14573317307692,7.20310096153846,7.28670673076923,7.37298076923077,7.44280048076923,7.52418269230769,7.61245793269231,31.1780592901938,31.1780592901938,31.1780592901938,31.1780592901938,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,31.7279379151938,31.7152790396313,31.730145670434,7.63580528846154,7.55264423076922,7.46503605769231,7.38632211538462,7.31427884615385,7.22489182692308,7.14439903846154,7.06657451923077,6.99719951923077,6.916484375,6.84021634615384,6.77306490384616,6.71258413461539,6.64609975961539,6.58450721153847,6.52747295673077,6.46109975961539,6.40417668269231,6.35670372596154,6.32590745192308,6.26153545673078,6.2143682391827,6.17642878605769,6.15686147836539,6.10049429086539,6.11856069711539,6.06255483774039,6.06258263221154,6.0434600360577,6.00563176081732,6.00563176081732,5.98781550480769,5.98667593149039,5.98667593149039,6.00093449519231,6.04359900841346,6.04357121394231,6.06494516225962,6.10049429086539,6.12656550480769,6.17642878605769,6.23332406850962,6.24274639423077,6.29083082932693,6.34758713942308,6.40417668269231,6.4705498798077,6.51802283653846,6.57494591346154,6.64231971153847,6.70168870192308,6.75972355769231,6.84043870192308,6.91670673076923,6.98630408653846,7.058125,7.12527644230769,7.21399639423077,7.29560096153846,7.37342548076923,7.45213942307692,7.52685096153846,7.62290865384615,31.1780592901938,31.1780592901938,31.1780592901938,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,31.7601794114679,31.7299618911629,31.7214730902974,7.65581730769231,7.566875,7.48549278846153,7.39610576923076,7.31472355769231,7.22600360576923,7.14395432692307,7.05545673076923,6.98763822115384,6.91626201923077,6.82998798076923,6.75994591346154,6.68879206730769,6.61241286057693,6.55537860576923,6.48600360576923,6.42902493990385,6.3780498798077,6.31401141826924,6.268984375,6.20461237980769,6.15741736778846,6.10052208533654,6.09104417067308,6.043515625,5.98667593149039,5.98659254807693,5.9297528545673,5.92973895733173,5.94868088942308,5.89181340144231,5.87282977764423,5.87280198317308,5.87282977764423,5.87282977764423,5.92027493990385,5.9297528545673,5.9297528545673,5.94395582932693,6.00563176081732,6.04357121394231,6.06269381009616,6.11947791466347,6.15741736778846,6.18582331730769,6.24396935096154,6.29199819711539,6.3578155048077,6.40640024038462,6.47510817307693,6.54159254807693,6.60329627403846,6.68879206730769,6.75616586538462,6.82620793269231,6.89758413461539,6.98341346153845,7.05145432692307,7.12527644230769,7.21399639423077,7.29649038461538,7.37876201923077,7.46725961538461,7.54953125,7.63802884615384,31.1780592901938,31.1780592901938,31.1780592901938,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,31.7755800140876,31.774996329153,31.7444120576029,7.6709375,7.58021634615385,7.49527644230769,7.40322115384615,7.32450721153846,7.23689903846154,7.14439903846154,7.06657451923077,6.98763822115384,6.89713942307693,6.82754206730769,6.74571514423077,6.66944711538462,6.60229567307693,6.54170372596155,6.46109975961539,6.38505408653847,6.32813100961539,6.26153545673078,6.21428485576924,6.14791165865385,6.09101637620193,6.03410719651442,6.00565955528847,5.98431340144231,5.9297528545673,5.89181340144231,5.87281588040866,5.83489032451923,5.81589280348557,5.83486253004808,5.82063176081731,5.77793945312501,5.76015099158654,5.75897667518029,5.75917818509615,5.81590670072115,5.81590670072115,5.81590670072115,5.87282977764423,5.87282977764423,5.94870868389423,5.94929236778847,6.00565955528847,6.06255483774039,6.10049429086539,6.12895582932693,6.18582331730769,6.25703275240385,6.32813100961539,6.38516526442308,6.46109975961539,6.52758413461539,6.5855078125,6.66966947115385,6.7459375,6.81553485576923,6.89758413461539,6.9736298076923,7.05145432692307,7.12572115384615,7.22466947115385,7.31516826923077,7.39543870192308,7.48682692307693,7.57132211538461,7.66915865384615,31.1780592901938,31.1780592901938,31.1780592901938,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,31.7802725617594,31.7648563794091,31.7481181460476,7.61401442307692,7.52151442307692,7.428125,7.33984975961538,7.25735576923077,7.16085336538462,7.08391826923077,6.98763822115384,6.89713942307693,6.82420673076923,6.75505408653846,6.65921875,6.58917668269231,6.51802283653846,6.44164362980769,6.37215745192308,6.31401141826924,6.23340745192308,6.17642878605769,6.11950570913462,6.04359900841346,6.00565955528847,5.94873647836538,5.92739032451923,5.87269080528846,5.80641488882211,5.80641488882212,5.75898362379808,5.74949181189904,5.70204664963942,5.7210302734375,5.69611253004808,5.66409329927885,5.64542236328125,5.64513746995193,5.64534592848558,5.7210302734375,5.70204664963942,5.72112755408654,5.77793945312501,5.77805063100961,5.83486253004808,5.84195012019231,5.9015692608173,5.94884765625,6.00565955528847,6.06258263221154,6.11950570913462,6.176484375,6.23340745192308,6.30061448317309,6.36015024038462,6.42780198317308,6.51802283653846,6.58517427884616,6.65543870192308,6.72681490384615,6.81553485576923,6.8882451923077,6.97540865384615,7.06835336538462,7.15685096153846,7.22978365384615,7.32762019230769,7.40989182692308,7.5090625,7.58110576923077,31.1780592901938,31.1780592901938,31.1780592901938,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,31.7690759036228,31.7659603747866,31.7604337008884,7.63091346153846,7.55175480769231,7.44324519230769,7.37120192307692,7.26758413461538,7.18175480769231,7.09681490384615,7.00965144230769,6.91626201923077,6.82754206730769,6.74571514423077,6.66811298076924,6.58917668269231,6.51780048076923,6.42607872596154,6.361484375,6.29021935096154,6.20466796875,6.14691105769231,6.08987680288462,6.03056340144231,5.97247295673078,5.91670335036059,5.87046724759616,5.81576772836539,5.74947791466347,5.70205359825722,5.70028170072116,5.64512357271635,5.66053560697116,5.60717717097356,5.60718411959134,5.5878252704327,5.55025409405048,5.53157620943509,5.5312774188702,5.551748046875,5.58820744441106,5.58820049579327,5.60732309194712,5.66410024789663,5.66469088040866,5.7210302734375,5.77793945312501,5.78030198317308,5.84524376502404,5.89223031850962,5.9491533954327,6.00607647235577,6.06430588942308,6.13251352163461,6.20010967548077,6.27120793269231,6.34758713942308,6.4170733173077,6.48956129807693,6.58517427884616,6.65543870192308,6.74727163461539,6.82620793269231,6.91670673076923,6.99453125,7.06835336538462,7.16774639423077,7.26447115384615,7.3436298076923,7.44146634615385,7.52418269230769,7.62780048076923,31.1780592901938,31.1780592901938,31.1780592901938,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,31.7728376104049,31.7788012824069,31.7628229964721,7.6709375,7.57399038461539,7.48549278846153,7.38632211538462,7.28981971153846,7.21021634615385,7.11237980769231,7.03010817307692,6.93316105769231,6.85622596153846,6.75994591346154,6.66811298076924,6.59984975961539,6.51780048076923,6.42607872596154,6.34725360576923,6.27087439903847,6.20138822115385,6.1337920673077,6.06258263221154,5.98664813701924,5.92005258413462,5.86311560997596,5.80615084134616,5.74942232572116,5.70204664963942,5.63564218374399,5.60718411959134,5.5880615234375,5.53128436748798,5.53084660456731,5.47436129056491,5.47435781625601,5.49328237680289,5.43640794020433,5.41773005558894,5.41743821364183,5.42929950420673,5.47436129056491,5.47435781625601,5.49510291466346,5.55025409405048,5.55262357271635,5.6072119140625,5.66410024789663,5.70203275240384,5.73524714543269,5.79214242788462,5.84906550480769,5.90598858173077,5.97714242788462,6.04357121394231,6.11989483173077,6.18676832932693,6.25697716346154,6.32902043269231,6.4170733173077,6.48956129807693,6.5876201923077,6.66033052884616,6.75838942307693,6.83109975961538,6.92915865384615,7.00209134615384,7.10015024038461,7.20132211538461,7.28626201923077,7.37831730769231,7.46725961538461,7.56376201923077,7.66293269230769,31.1780592901938,31.1780592901938,31.1780592901938,,,,,,,,,,,,,
31,,,,,,,,,,,,,,31.7785035018131,31.770635645185,31.7640953246,7.61490384615384,7.54197115384616,7.43790865384616,7.32561899038462,7.23245192307692,7.14395432692307,7.04478365384615,6.97007211538462,6.86912259615385,6.77684495192308,6.68856971153847,6.59984975961539,6.51802283653846,6.43174879807693,6.35670372596154,6.2696514423077,6.1930498798077,6.11945012019231,6.03389873798077,5.97364032451923,5.90604417067308,5.83489032451923,5.77793945312501,5.702060546875,5.64513052133414,5.58820744441106,5.55026104266828,5.52891488882211,5.47435434194711,5.41743647648738,5.4173965219351,5.37948833759015,5.36051166240986,5.37948486328125,5.33679255558895,5.30388390174279,5.30359900841346,5.35102679912861,5.36051166240986,5.37948486328125,5.38660024789664,5.43640794020433,5.46486947866587,5.49392164963943,5.55026104266828,5.61666550856371,5.66409329927885,5.70204664963942,5.77793945312501,5.83487642728365,5.90148587740385,5.95907602163462,6.02934044471154,6.10054987980769,6.18671274038461,6.26059044471155,6.34725360576923,6.4170733173077,6.49901141826923,6.59590294471155,6.68879206730769,6.76695012019231,6.85978365384616,6.94472355769231,7.03700120192308,7.12572115384615,7.22222355769231,7.32139423076923,7.40989182692308,7.5090625,7.60600961538461,31.1780592901938,31.1780592901938,31.1780592901938,,,,,,,,,,,,,
32,,,,,,,,,,,,,31.7811889609264,31.7771805481665,31.7903769637889,7.66693509615384,7.55753605769231,7.46058894230769,7.38098557692307,7.27247596153846,7.17597355769231,7.0963701923077,6.98408052884616,6.89135817307692,6.81197716346154,6.70368990384616,6.63164663461539,6.53458834134616,6.44175480769231,6.361484375,6.27120793269231,6.19332782451924,6.11945012019231,6.03323167067308,5.96296724759616,5.87280198317308,5.80620643028846,5.74297400841346,5.68901104266828,5.6214287860577,5.56449181189904,5.517060546875,5.46368821364182,5.41729229266827,5.3605133995643,5.32256526066707,5.30358511117789,5.2466655085637,5.26564044658954,5.26564044658954,5.26267859825721,5.18974243164062,5.18991267277644,5.2466655085637,5.26564044658954,5.26564044658954,5.30358858548678,5.32256873497597,5.37948486328125,5.39253089317909,5.43655386117788,5.49336576021635,5.55978064903847,5.61671762319712,5.67380746694712,5.73138371394231,5.79097506009615,5.86335186298077,5.9582421875,6.02161358173077,6.09098858173078,6.17804086538462,6.25464242788462,6.34869891826924,6.42541165865385,6.51957932692308,6.60318509615385,6.70168870192308,6.78373798076923,6.88079627403847,6.97985576923077,7.06835336538462,7.16752403846154,7.25824519230769,7.3436298076923,7.45747596153846,7.56598557692308,7.65759615384615,31.1780592901938,31.1780592901938,31.1780592901938,,,,,,,,,,,,
33,,,,,,,,,,,,,31.7717098637288,31.7784895287629,7.72252403846154,7.60867788461538,7.50105769230769,7.428125,7.32428485576923,7.21177283653847,7.11860576923077,7.03010817307692,6.93049278846154,6.81753605769231,6.74549278846154,6.64254206730769,6.55426682692308,6.46098858173077,6.36415264423078,6.29021935096154,6.20138822115385,6.11945012019231,6.03323167067308,5.94873647836538,5.86329627403847,5.79989708533655,5.73052208533654,5.64510967548078,5.5786669921875,5.5215771484375,5.46458458533655,5.40773099459135,5.35097121018629,5.29410024789664,5.24666724571815,5.23243821364183,5.18025669978216,5.15179602989784,5.13282022329477,5.15179429274339,5.15163273737981,5.07589714637169,5.10020601712741,5.15179516132061,5.13282022329477,5.15179950420673,5.20871736966647,5.20875384990986,5.27512704702524,5.29410024789664,5.33678560697116,5.38986262394832,5.44945049579326,5.50637357271635,5.57395582932693,5.63563176081731,5.72104417067307,5.79386568509616,5.85620868389423,5.94879206730769,6.02161358173077,6.10054987980769,6.1973858173077,6.26186899038462,6.36837740384616,6.44219951923078,6.5392578125,6.64432091346154,6.71725360576924,6.82376201923076,6.91670673076923,7.00186899038462,7.10837740384616,7.20754807692308,7.29604567307693,7.40010817307692,7.50861778846154,7.60556490384615,7.69495192307692,31.1780592901938,31.1780592901938,,,,,,,,,,,,
34,,,,,,,,,,,,31.7618099763067,31.7647535774908,31.7683756398938,7.66560096153847,7.55709134615385,7.46548076923077,7.38098557692307,7.26713942307692,7.15862980769231,7.06212740384616,6.97318509615385,6.8737920673077,6.76061298076923,6.68856971153847,6.58967698317309,6.47599759615385,6.40395432692308,6.30689603365385,6.2140625,6.13432016225962,6.03328725961538,5.95940955528847,5.87241286057692,5.79458834134616,5.72101637620192,5.63479792668269,5.56716008112981,5.50282977764423,5.43641488882212,5.36051166240986,5.29410024789664,5.23717890812801,5.18974416879507,5.15179602989784,5.12303743802584,5.0758975806603,5.06878436748798,5.01897450373723,5.01897450373723,5.01897320087139,5,5.0094866004357,5.03794900747446,5.01897406944862,5.0379576932467,5.09487165010892,5.09531592735878,5.16128436748798,5.21820483867939,5.26563870943509,5.29410024789664,5.36050818810096,5.41743821364183,5.50282977764423,5.56492262620193,5.62851637620192,5.70203275240384,5.78827899639423,5.86212890625,5.94912560096154,6.03289813701924,6.12100661057693,6.20366736778846,6.30311598557693,6.38516526442308,6.48200120192308,6.55893629807693,6.66033052884616,6.76683894230769,6.86556490384616,6.94494591346154,7.05745793269231,7.15685096153846,7.2395673076923,7.3436298076923,7.45213942307692,7.54908653846154,7.65670673076923,31.1780592901938,31.1780592901938,31.1780592901938,,,,,,,,,,,
35,,,,,,,,,,,,31.7500836961107,31.7606927678967,7.72252403846154,7.61401442307692,7.49927884615385,7.42856971153847,7.32428485576923,7.21177283653847,7.10215144230769,7.00520432692307,6.91626201923077,6.81219951923077,6.70368990384616,6.63164663461539,6.53214242788462,6.42107572115385,6.344140625,6.24402493990384,6.14457632211539,6.06252704326923,5.97069411057692,5.8917578125,5.79486628605769,5.72101637620192,5.63046198918269,5.56093411959134,5.47434044471154,5.40278010441707,5.34761850210337,5.28224590594952,5.22294987605168,5.15179602989784,5.10910372220552,5.06522493802584,5.0189697265625,5,5,5,5,5,5,5,5,5,5,5,5.00118473933293,5.04749119685246,5.10437171349158,5.16128263033354,5.21820744441106,5.27989727313702,5.33723031850962,5.39549447866587,5.47435434194711,5.55993351862981,5.62317983774039,5.702060546875,5.79392127403846,5.87282977764423,5.96969350961539,6.03412109375,6.14051832932693,6.23340745192308,6.31401141826924,6.42707932692309,6.49912259615385,6.59801532451923,6.70991586538462,6.80864182692308,6.8882451923077,7.00164663461538,7.11015625,7.20132211538461,7.286484375,7.40055288461539,7.5090625,7.60600961538461,7.71362980769231,31.1780592901938,31.1780592901938,,,,,,,,,,,
36,,,,,,,,,,,,31.7495755508299,31.7527631724802,7.6709375,7.57932692307693,7.48549278846153,7.38098557692307,7.26713942307692,7.14662259615385,7.0465625,6.97318509615385,6.87356971153847,6.75638822115385,6.64676682692308,6.57472355769232,6.47049429086539,6.35792668269232,6.27120793269231,6.18587890625,6.07948167067308,5.98659254807693,5.90662785456731,5.81437800480769,5.7358447265625,5.62921123798077,5.55975285456731,5.47397911658654,5.39742619441106,5.32256873497597,5.2466620342548,5.17540743314303,5.11816471980168,5.06122253417968,5.00939453125,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.00012854942909,5.05229008601262,5.10521075908954,5.17284339317909,5.2466620342548,5.32256873497597,5.39413949819711,5.46010967548077,5.55063626802885,5.62732121394231,5.72104417067307,5.79795147235577,5.89331430288462,5.97183368389423,6.07542367788462,6.15758413461538,6.25644906850962,6.35992788461539,6.44219951923078,6.54648437500001,6.65299278846154,6.75171875,6.84066105769231,6.94027644230769,7.05367788461538,7.150625,7.2395673076923,7.35296875,7.45747596153846,7.5704326923077,7.68338942307692,31.1780592901938,31.1780592901938,,,,,,,,,,,
37,,,,,,,,,,,31.7151705515982,31.7344118068561,7.72697115384616,7.65581730769231,7.54241586538462,7.43790865384616,7.31516826923077,7.21599759615385,7.11905048076922,7.02966346153846,6.92560096153846,6.81219951923077,6.70368990384616,6.60674278846154,6.51791165865385,6.413515625,6.30722956730769,6.21283954326923,6.12890024038462,6.02050180288462,5.92822415865385,5.84434044471154,5.74305739182692,5.66409329927885,5.56508939302885,5.47434044471154,5.39998328575721,5.32256178635817,5.23201434795673,5.1697321495643,5.09487295297476,5.0094866004357,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0094866004357,5.09487295297476,5.16613102839543,5.22976647010217,5.30359900841346,5.39693284254808,5.46486947866587,5.56617337740385,5.63564565805289,5.74205679086538,5.83489032451923,5.9148828125,6.00716045673077,6.10054987980769,6.19949819711539,6.30311598557693,6.40417668269231,6.48956129807693,6.59795973557693,6.71169471153846,6.80286057692307,6.88802283653846,7.00186899038462,7.11438100961538,7.22266826923077,7.29649038461538,7.40989182692308,7.51439903846154,7.63758413461539,7.74120192307692,31.1780592901938,31.1780592901938,,,,,,,,,,
38,,,,,,,,,,,31.7241144217037,31.7295932603003,7.72252403846154,7.60867788461538,7.49483173076923,7.37431490384616,7.27425480769231,7.1888701923077,7.08703125,6.98274639423077,6.86912259615385,6.76061298076923,6.66366586538462,6.57472355769232,6.47043870192308,6.36204026442308,6.24830528846154,6.17337139423077,6.07203275240385,5.96357872596154,5.87130108173077,5.78741736778846,5.678935546875,5.57795823317308,5.50311467097356,5.40151893028846,5.33205359825721,5.23201434795673,5.16661916879507,5.06640794020433,5.00228609525241,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.000508986253,5.06640794020433,5.1613295335036,5.23176767202524,5.32256873497597,5.39897573617788,5.49333796574519,5.57130145733174,5.67434945913462,5.74950570913462,5.85795973557693,5.95540715144231,6.04362680288462,6.14763371394231,6.25636568509616,6.35325721153847,6.44208834134616,6.54648437500001,6.65899639423078,6.76728365384616,6.84066105769231,6.94494591346154,7.05879206730769,7.17286057692308,7.28492788461539,7.37831730769231,7.4859375,7.57132211538461,7.68516826923076,31.1780592826816,31.1780592826816,,,,,,,,,,
39,,,,,,,,,,,31.7234548882263,31.7258443225824,7.65893028846154,7.54552884615385,7.46548076923077,7.37164663461538,7.26713942307692,7.153515625,7.03010817307692,6.92715745192307,6.81753605769231,6.7263701923077,6.63175781250001,6.52741736778847,6.413515625,6.30100360576923,6.19149338942308,6.11945012019231,6.01986253004808,5.90665564903846,5.80306565504808,5.72101637620192,5.62156080979567,5.51036207932692,5.44589280348558,5.33746657151442,5.24629375751202,5.16869854266827,5.07580420860877,5.00202899639424,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.00012507512019,5.0616655085637,5.1621182016226,5.23243473933294,5.33846717247597,5.40795335036058,5.51333608774038,5.60867112379808,5.69256873497596,5.80099496694712,5.91466045673077,5.98670372596154,6.09104417067308,6.20361177884616,6.31312199519231,6.38527644230769,6.48956129807693,6.60340745192308,6.71591947115385,6.82554086538462,6.91670673076923,7.00209134615384,7.11571514423077,7.22978365384615,7.34318509615385,7.46414663461538,7.56509615384615,7.66248798076924,31.1780592751695,31.1780592751695,,,,,,,,,,
40,,,,,,,,,,31.7194126465331,31.7206102084087,7.77010817307693,7.65626201923077,7.54241586538462,7.43790865384616,7.3240625,7.21066105769231,7.08969951923077,6.98963942307692,6.89135817307692,6.80241586538462,6.68868088942308,6.58428485576923,6.47043870192308,6.35803786057692,6.24841646634616,6.15736177884616,6.07203275240385,5.96296724759615,5.84573016826923,5.75745492788462,5.66409329927885,5.5646377328726,5.45335561899038,5.37947791466346,5.2823188664363,5.17384051983174,5.10435955341045,5.00406494140625,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.00101623535156,5.07589975210337,5.17178720327524,5.26713266225962,5.34628436748797,5.45641301081731,5.551748046875,5.63565955528846,5.74917217548077,5.84773137019231,5.94879206730769,6.03412109375,6.1432421875,6.26053485576923,6.37004507211539,6.4669921875,6.55593449519231,6.66033052884616,6.77417668269231,6.88691105769231,7.0003125,7.09325721153846,7.20132211538461,7.28670673076923,7.40055288461539,7.51439903846154,7.63802884615384,7.751875,31.1780592751695,31.1780592751695,,,,,,,,,
41,,,,,,,,,,31.7202912325511,31.7240252038369,7.71274038461539,7.59889423076923,7.49661057692308,7.38676682692307,7.27425480769231,7.20043269230769,7.09659254807692,6.98274639423077,6.85933894230769,6.75505408653846,6.64154146634616,6.52891826923077,6.43597355769231,6.33524639423077,6.23329627403847,6.13368088942308,6.01510967548077,5.90159705528847,5.79303185096154,5.70203275240384,5.62140099158654,5.50771465594952,5.39651592548077,5.32256178635817,5.225321091872,5.11283165564904,5.03794640174279,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.00948746901292,5.1179110952524,5.20872258112981,5.28935781625601,5.39947603665865,5.49482496995193,5.58821439302884,5.68782977764423,5.80098106971155,5.90432091346154,5.98670372596154,6.09104417067308,6.20016526442308,6.3187920673077,6.43108173076924,6.54470552884616,6.63209134615385,6.71725360576924,6.84066105769231,6.94494591346154,7.06835336538462,7.18219951923077,7.28492788461539,7.3934375,7.49171875,7.59978365384615,7.69450721153846,31.1780592751695,31.1780592751695,,,,,,,,,
42,,,,,,,,,,31.722083303983,31.7230479993004,7.71318509615384,7.59933894230769,7.48504807692308,7.38098557692307,7.26713942307692,7.153515625,7.03966947115384,6.92604567307692,6.8059735576923,6.72058894230769,6.61252403846154,6.52736177884616,6.41357121394231,6.29972506009616,6.18582331730769,6.07219951923077,5.96380108173077,5.86685396634616,5.77793945312501,5.67832406850962,5.56449181189904,5.45131272536057,5.33767503004808,5.26563870943509,5.16839801494892,5.05285813551683,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.05387263371394,5.15327955979567,5.23243821364182,5.34612454927885,5.4594287109375,5.55027493990385,5.63564565805289,5.74949181189904,5.85843224158654,5.97547475961539,6.06853064903846,6.15747295673077,6.26181340144231,6.37565955528846,6.48956129807693,6.60329627403846,6.71569711538462,6.82554086538462,6.94027644230769,7.01143028846153,7.12527644230769,7.23912259615384,7.35296875,7.46681490384615,7.5806610576923,7.69495192307692,31.1780592751811,31.1780592751811,,,,,,,,,
43,,,,,,,,,,31.7152029700971,7.77010817307693,7.65581730769231,7.55353365384615,7.43212740384615,7.32850961538461,7.25735576923077,7.15329326923077,7.03010817307692,6.91626201923077,6.81197716346154,6.69813100961539,6.58428485576923,6.46098858173077,6.35681490384616,6.24419170673077,6.13601562500001,6.0506865985577,5.94870868389423,5.84435434194712,5.73050818810096,5.61667593149038,5.50316331129807,5.39459810697115,5.32256178635817,5.21820397010216,5.10910285362831,5.00025709885818,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.00202899639424,5.0963564828726,5.18025756835937,5.28935781625601,5.40253342848558,5.51425330528846,5.61311823918269,5.69258263221154,5.80642878605769,5.92027493990385,6.03412109375,6.147578125,6.25619891826923,6.37104567307693,6.44208834134616,6.54648437500001,6.66033052884616,6.77417668269231,6.89758413461539,7.01143028846153,7.12527644230769,7.23845552884615,7.35207932692308,7.46370192307692,7.566875,7.65670673076923,7.75143028846154,31.1780592751927,,,,,,,,,
44,,,,,,,,,,31.7513663865196,7.77944711538462,7.65626201923077,7.55175480769231,7.42856971153847,7.31472355769231,7.20087740384616,7.09681490384615,6.98385817307692,6.86022836538462,6.74905048076923,6.64587740384616,6.57472355769232,6.47049429086539,6.34714242788462,6.23329627403847,6.12895582932693,6.00563176081732,5.90126352163462,5.78775090144232,5.6749609375,5.56684044471154,5.49332406850962,5.3889732008714,5.27512704702524,5.16128089317909,5.05235088641827,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.05894338754507,5.15179602989784,5.23243647648739,5.34628436748797,5.46012357271635,5.57837515024038,5.69116511418269,5.79931340144231,5.87282977764423,5.97719801682693,6.09104417067308,6.21439603365385,6.31873647836539,6.44208834134616,6.55593449519231,6.66010817307693,6.77262019230769,6.88112980769231,6.9736298076923,7.06835336538462,7.18219951923077,7.29604567307693,7.40055288461539,7.52373798076923,7.63758413461539,7.751875,31.1780592751927,,,,,,,,,
45,,,,,,,,,31.7466061569444,31.7416540997554,7.76966346153846,7.65626201923077,7.54197115384616,7.42856971153847,7.31472355769231,7.21043870192307,7.08703125,6.97318509615385,6.86890024038462,6.75505408653846,6.63175781250001,6.51791165865385,6.4040655048077,6.29044170673077,6.17726262019231,6.07909254807692,5.98664813701924,5.90126352163462,5.78743126502405,5.67358511117789,5.55973895733174,5.4506387094351,5.33204664963943,5.21829082782453,5.10980553260216,5.00830012394832,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.00473287729117,5.12298358623799,5.23154879056491,5.32256873497597,5.40795335036058,5.52179950420673,5.63564565805289,5.74949181189904,5.86335186298077,5.97711463341346,6.09065504807693,6.2031670673077,6.31412259615385,6.38527644230769,6.48956129807693,6.60340745192308,6.71725360576924,6.83109975961538,6.94494591346154,7.06835336538462,7.18219951923077,7.29604567307693,7.40055288461539,7.52373798076923,7.63802884615384,7.74209134615385,31.1780592751927,31.1780592751927,,,,,,,,
46,,,,,,,,,31.7420075124812,31.7513966290214,7.71318509615384,7.59889423076923,7.48638221153846,7.38009615384615,7.27203125,7.20043269230769,7.08703125,6.98274639423077,6.85933894230769,6.74549278846154,6.64120793269231,6.51791165865385,6.4040655048077,6.29021935096154,6.18587890625,6.07203275240385,5.9581865985577,5.84435434194712,5.72104417067307,5.6170928485577,5.50422644981971,5.39607121394231,5.32256178635817,5.21820397010216,5.10435781625601,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.066410545936,5.18025756835937,5.29410372220553,5.40792555588943,5.52135479266827,5.63001727764424,5.74478064903846,5.81590670072115,5.9297528545673,6.03412109375,6.14796724759616,6.26181340144231,6.37565955528846,6.48956129807693,6.60340745192308,6.71725360576924,6.84054987980769,6.95450721153846,7.05879206730769,7.18219951923077,7.29471153846153,7.3934375,7.50995192307692,7.59978365384615,7.69495192307692,31.1780592751925,31.1780592751925,,,,,,,,
