,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102
72,,,,,,,,,,,,,,31.0365334800037,31.0365334800037,31.0365334800037,7.68516826923076,7.56998798076923,7.4859375,7.40055288461539,7.29560096153846,7.21066105769231,7.11215745192307,7.01098557692308,6.94027644230769,6.84043870192308,6.76950721153847,6.66966947115385,6.59873798076924,6.49890024038462,6.42908052884616,6.34958834134616,6.2696514423077,6.19332782451924,6.13017878605769,6.06252704326923,5.98659254807693,5.91721754807693,5.86029447115385,5.80337139423077,5.74650390625001,5.72098858173077,5.67358511117789,5.61674541766827,5.56536733774039,5.55973895733174,5.50458082932693,5.4933310171274,5.4933310171274,5.44589280348558,5.43640794020433,5.43611609825721,5.41743821364183,5.47432654747596,5.46487295297477,5.46487642728365,5.52136868990384,5.52179950420673,5.57837515024038,5.58821439302884,5.63089975210337,5.69256873497596,5.74458608774039,5.80103665865385,5.85791804387019,5.91491060697116,5.97719801682693,6.04362680288462,6.12912259615385,6.18938100961539,6.26059044471155,6.32835336538462,6.42007512019232,6.49890024038462,6.58784254807693,6.65543870192308,6.74727163461539,6.83087740384615,6.92693509615385,7.01120793269231,7.10126201923077,7.20132211538461,7.26736177884615,7.37387019230769,7.46681490384615,7.55175480769231,7.65848557692308,31.1780592751923,28.7019444204053,28.9038016096543,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,31.0365334800037,31.0355681631646,31.034953549634,7.63713942307692,7.54286057692308,7.45258413461539,7.35252403846154,7.28670673076923,7.18042067307692,7.08703125,7.00075721153846,6.92604567307692,6.83888221153846,6.75994591346154,6.66811298076924,6.59151141826923,6.49890024038462,6.42908052884616,6.35787109375,6.29010817307692,6.21283954326923,6.14457632211539,6.07742487980769,6.01647160456731,5.95954852764424,5.90262545072115,5.85181715745193,5.79303185096154,5.78741736778846,5.73050818810096,5.67498873197116,5.67358511117789,5.61700946514423,5.60717022235577,5.60717717097356,5.56092022235577,5.5502471454327,5.54996225210336,5.53128436748798,5.5784307391827,5.58821439302884,5.58820744441106,5.64157977764423,5.63564565805289,5.69080378605769,5.69256873497596,5.74475285456731,5.80609525240384,5.85773737980769,5.90462665264423,5.96124399038462,6.01850060096154,6.08353966346154,6.14068509615385,6.19952599158654,6.27131911057693,6.34881009615385,6.42007512019232,6.49890024038462,6.57650240384616,6.65543870192308,6.72681490384615,6.81553485576923,6.89758413461539,6.99697716346154,7.08747596153846,7.17241586538461,7.25824519230769,7.35252403846154,7.43079326923077,7.54286057692308,7.60867788461538,21.4889141912432,22.9422859538356,24.5571434678271,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,,,31.034394627179,31.033495045324,31.0331553562091,7.59978365384615,7.52151442307692,7.42856971153847,7.33873798076923,7.23867788461538,7.16796875,7.08703125,6.98786057692308,6.89713942307693,6.82754206730769,6.74549278846154,6.66811298076924,6.59151141826923,6.52736177884616,6.44053185096154,6.37215745192308,6.30717397836539,6.24285757211539,6.18582331730769,6.12895582932693,6.07203275240385,6.01510967548077,5.95852013221154,5.90671123798077,5.85140024038461,5.84434044471154,5.78752854567308,5.78741736778846,5.73060546875001,5.72101637620192,5.73050818810096,5.66431565504808,5.66409329927885,5.66380840594952,5.64513746995193,5.68782977764423,5.702060546875,5.69256873497596,5.72696439302884,5.74950570913462,5.78388746995193,5.80167593149039,5.86301832932693,5.91466045673077,5.92978064903846,5.98670372596154,6.03412109375,6.10054987980769,6.15747295673077,6.21450721153847,6.30278245192308,6.36015024038462,6.43135967548077,6.49912259615385,6.57650240384616,6.65299278846154,6.74571514423077,6.81887019230769,6.88780048076924,6.97496394230769,7.05856971153846,7.15462740384616,7.23867788461538,7.32784254807692,7.41033653846154,7.5090625,7.6015625,19.5510851744534,19.5510851744534,19.5510851744534,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,31.0336816762374,31.0331553562091,31.0329751896068,7.68027644230769,7.58021634615385,7.49572115384616,7.40811298076923,7.3240625,7.23734375,7.14439903846154,7.05768028846153,6.98296875,6.91626201923077,6.82754206730769,6.7552764423077,6.68856971153847,6.59184495192309,6.53225360576923,6.47043870192308,6.4040655048077,6.34703125000001,6.26976262019231,6.20828125000001,6.15146935096154,6.11945012019231,6.07203275240385,6.01510967548077,5.95957632211539,5.9581865985577,5.89178560697116,5.89178560697116,5.83486253004808,5.83486253004808,5.83486253004808,5.77807842548077,5.77794640174279,5.77677208533654,5.75898362379808,5.80167593149039,5.81590670072115,5.80641488882211,5.81593449519231,5.8633379657452,5.87285757211539,5.92027493990385,5.97158353365385,5.98670372596154,6.02936823918269,6.08629131610577,6.1431865985577,6.20483473557693,6.25642127403847,6.31868088942309,6.37571514423077,6.44219951923078,6.53047475961539,6.59606971153847,6.66010817307693,6.72681490384615,6.81553485576923,6.88780048076924,6.97496394230769,7.05390024038461,7.12572115384615,7.22444711538461,7.31516826923077,7.38098557692307,7.4859375,7.57087740384615,7.65848557692308,19.5510851744534,19.5510851744534,19.5510851744534,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,,,,31.0334577137948,31.0343209907114,31.0331553562091,7.65581730769231,7.57354567307692,7.48504807692308,7.40277644230769,7.31427884615385,7.22600360576923,7.14395432692307,7.05768028846153,6.98786057692308,6.91626201923077,6.83888221153846,6.76239182692309,6.69813100961539,6.61274639423078,6.55426682692308,6.48622596153847,6.41907451923077,6.36415264423078,6.3051171875,6.25030649038462,6.20828125000001,6.17637319711539,6.12895582932693,6.07236628605769,6.06252704326923,6.01510967548077,5.96291165865385,5.94870868389423,5.94870868389423,5.92972506009615,5.89178560697116,5.89178560697116,5.89003455528846,5.86335186298077,5.87285757211539,5.92972506009615,5.92026104266827,5.92027493990385,5.97714242788462,5.97719801682693,6.03406550480769,6.06853064903846,6.09104417067308,6.14796724759616,6.19949819711539,6.25631009615385,6.30278245192308,6.35392427884616,6.41696213942308,6.47399639423077,6.54515024038462,6.60218449519231,6.66989182692308,6.74727163461539,6.82376201923076,6.89758413461539,6.97496394230769,7.04433894230769,7.12527644230769,7.21399639423077,7.29604567307693,7.3854326923077,7.46681490384615,7.55620192307692,7.63802884615384,19.5510851744534,19.5510851744534,19.5510851744534,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,,,31.0331553562091,31.0412301628369,31.0407591847552,7.63536057692308,7.55219951923077,7.46459134615385,7.38609975961538,7.31427884615385,7.22600360576923,7.14395432692307,7.06701923076923,6.99831129807692,6.92604567307692,6.85933894230769,6.77084134615385,6.71369591346154,6.64854567307693,6.58439603365385,6.52736177884616,6.47521935096155,6.41362680288461,6.3578155048077,6.30111478365385,6.26520432692308,6.24280198317308,6.18587890625,6.13601562500001,6.11945012019231,6.07767503004808,6.06252704326923,6.06255483774039,6.01983473557693,6.00563176081732,6.00563176081732,6.0044921875,5.98667593149039,5.98667593149039,6.03400991586539,6.04362680288462,6.04359900841346,6.09966045673077,6.09104417067308,6.14657752403847,6.15747295673077,6.20489032451923,6.25642127403847,6.31323317307693,6.34725360576923,6.38527644230769,6.44219951923078,6.51802283653846,6.57516826923077,6.63342548076923,6.70146634615385,6.76683894230769,6.83087740384615,6.89758413461539,6.98608173076923,7.05390024038461,7.12572115384615,7.21377403846154,7.29560096153846,7.37387019230769,7.45236177884615,7.54375,7.62313100961538,19.5510851744534,19.5510851744534,19.5510851744534,,,,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,,,,,31.0489437735341,31.0506896323113,31.057740972023,31.0536433693873,7.62446514423077,7.54197115384616,7.45391826923077,7.381875,7.29560096153846,7.21555288461538,7.15818509615384,7.08703125,6.99853365384615,6.93316105769231,6.86890024038462,6.80241586538462,6.74549278846154,6.66944711538462,6.61252403846154,6.57472355769232,6.52736177884616,6.47049429086539,6.413515625,6.35803786057692,6.32790865384616,6.29972506009616,6.23607572115385,6.24280198317308,6.18760216346154,6.17637319711539,6.18587890625,6.12178485576923,6.11945012019231,6.11947791466347,6.11833834134615,6.10052208533654,6.09104417067308,6.1569170673077,6.15747295673077,6.15744516225961,6.19927584134616,6.20489032451923,6.26787259615385,6.26181340144231,6.31868088942309,6.36882211538462,6.41006911057693,6.43263822115385,6.48478064903846,6.54170372596155,6.60329627403846,6.66033052884616,6.72681490384615,6.78373798076923,6.84377403846154,6.91804086538462,6.99453125,7.05856971153846,7.14439903846154,7.21466346153846,7.28159254807692,7.37342548076923,7.43790865384616,7.54286057692308,7.61356971153846,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,31.0647321908591,31.0682657859618,31.0647321908591,31.0647321908591,7.62335336538462,7.54241586538462,7.46459134615385,7.38609975961538,7.31427884615385,7.23734375,7.15862980769231,7.10126201923077,7.03010817307692,6.9540625,6.88468750000001,6.82776442307692,6.77061899038462,6.71969951923077,6.65721754807693,6.61252403846154,6.57472355769232,6.52736177884616,6.46109975961539,6.41918569711539,6.413515625,6.35703725961539,6.35659254807693,6.30011418269231,6.29021935096154,6.29021935096154,6.23418569711539,6.23332406850962,6.23329627403847,6.23218449519231,6.20489032451923,6.21439603365385,6.26776141826924,6.26181340144231,6.26186899038462,6.31167668269232,6.3187920673077,6.35314603365385,6.37571514423077,6.43119290865385,6.44219951923078,6.48956129807693,6.54637319711539,6.60207331730769,6.65899639423078,6.71169471153846,6.76861778846154,6.82565204326923,6.88068509615385,6.94472355769231,7.01143028846153,7.06879807692307,7.14573317307692,7.22222355769231,7.29604567307693,7.37298076923077,7.45213942307692,7.52418269230769,7.6015625,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,31.0611985957564,31.0640254718385,31.0527955170032,31.0425411569845,7.62379807692307,7.54286057692308,7.46014423076923,7.39677283653846,7.31516826923077,7.25735576923077,7.18042067307692,7.10170673076923,7.04700721153846,6.98997295673077,6.92604567307692,6.870234375,6.81331129807692,6.75638822115385,6.6996875,6.66366586538462,6.63164663461539,6.58428485576923,6.52880709134616,6.51780048076923,6.47043870192308,6.46098858173077,6.413515625,6.4040655048077,6.4040655048077,6.34736478365385,6.34714242788462,6.34714242788462,6.34603064903846,6.3282421875,6.31873647836539,6.35681490384616,6.37571514423077,6.37571514423077,6.40417668269231,6.43263822115385,6.44219951923078,6.49901141826923,6.54081430288462,6.54648437500001,6.60340745192308,6.65477163461539,6.69479567307693,6.75171875,6.78373798076923,6.84066105769231,6.92248798076923,6.9736298076923,7.04300480769231,7.11060096153846,7.16530048076923,7.23912259615384,7.29915865384616,7.38454326923077,7.45213942307692,7.52373798076923,7.6015625,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,,,,,,,,,,,,,,,,,,,
81,,,,,,,,,,,,,,,,,,,,,31.0611985957564,31.0476510722286,31.0352450682819,31.036287366668,7.63046875,7.55664663461538,7.48504807692308,7.40811298076923,7.32939903846154,7.27469951923077,7.21043870192307,7.15329326923077,7.08703125,7.03010817307692,6.98252403846154,6.9258233173077,6.86890024038462,6.81197716346154,6.75661057692308,6.72058894230769,6.69813100961539,6.64143028846154,6.61986177884616,6.57483473557693,6.57483473557693,6.52736177884616,6.52736177884616,6.51780048076923,6.46109975961539,6.46098858173077,6.46098858173077,6.45987680288462,6.44208834134616,6.44208834134616,6.44208834134616,6.49901141826923,6.49901141826923,6.48956129807693,6.54637319711539,6.54648437500001,6.60340745192308,6.63209134615385,6.66033052884616,6.71591947115385,6.75171875,6.78373798076923,6.84066105769231,6.88802283653846,6.94494591346154,7.00209134615384,7.05879206730769,7.12527644230769,7.18264423076923,7.25957932692307,7.33829326923077,7.39521634615384,7.45747596153846,7.54286057692308,7.613125,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,31.0429169745662,31.0352450682819,31.0353753555802,31.0352450682819,7.63091346153846,7.55709134615385,7.50016826923077,7.42856971153847,7.37120192307692,7.31427884615385,7.23289663461538,7.16930288461538,7.11860576923077,7.06212740384616,7.02966346153846,6.97318509615385,6.9258233173077,6.86890024038462,6.81753605769231,6.80241586538462,6.75505408653846,6.70502403846154,6.69813100961539,6.66944711538462,6.64120793269231,6.63164663461539,6.5890655048077,6.57483473557693,6.58428485576923,6.57472355769232,6.57372295673077,6.55593449519231,6.55593449519231,6.54648437500001,6.61274639423078,6.61285757211539,6.60340745192308,6.66900240384616,6.66978064903847,6.72592548076923,6.71725360576924,6.77417668269231,6.82420673076923,6.84066105769231,6.88802283653846,6.94494591346154,7.00164663461538,7.05367788461538,7.11438100961538,7.16530048076923,7.22933894230769,7.27936899038462,7.35296875,7.41033653846154,7.46992788461538,7.5553125,7.62290865384615,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,31.0352450682819,31.0352450682819,31.0352450682819,31.0275122250643,31.0043136954114,7.59622596153846,7.51706730769231,7.45391826923077,7.38632211538462,7.32939903846154,7.26869591346153,7.21555288461538,7.15507211538461,7.10215144230769,7.06168269230769,7.03010817307692,6.98274639423077,6.91670673076923,6.87356971153847,6.86890024038462,6.81753605769231,6.81197716346154,6.76194711538462,6.74549278846154,6.74560396634616,6.70280048076923,6.68868088942308,6.68868088942308,6.68856971153847,6.68756911057692,6.66033052884616,6.66989182692308,6.66978064903847,6.71614182692309,6.72681490384615,6.71725360576924,6.78084735576923,6.77417668269231,6.82420673076923,6.83109975961538,6.88780048076924,6.92248798076923,6.94516826923077,7.00186899038462,7.05745793269231,7.09370192307692,7.15018028846153,7.21110576923076,7.26447115384615,7.32139423076923,7.39477163461539,7.45213942307692,7.50683894230769,7.5704326923077,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,,,,,,,,,,,,,,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,,,,,,31.0352450682819,31.0352450682819,31.0288010322672,31.0159866063638,31.0043136954114,7.60867788461538,7.55175480769231,7.49483173076923,7.42856971153847,7.38098557692307,7.31472355769231,7.26713942307692,7.21066105769231,7.15862980769231,7.10348557692307,7.0963701923077,7.03966947115384,6.98830528846154,6.97318509615385,6.91715144230769,6.9258233173077,6.87045673076923,6.85933894230769,6.86890024038462,6.80463942307692,6.80241586538462,6.80252704326923,6.80241586538462,6.80141526442308,6.78373798076923,6.78362680288462,6.77417668269231,6.83710336538461,6.84066105769231,6.84054987980769,6.8940264423077,6.88802283653846,6.92248798076923,6.95450721153846,6.99631009615384,7.01143028846153,7.06835336538462,7.11415865384615,7.16574519230769,7.18264423076923,7.23912259615384,7.28670673076923,7.35296875,7.41033653846154,7.46725961538461,7.54286057692308,7.60067307692308,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,,,,,,,31.0352450682819,31.0352450682819,31.016549473183,31.0074068326985,31.0047003375723,31.0043136954114,7.57443509615384,7.51706730769231,7.48504807692308,7.40366586538462,7.37120192307692,7.3240625,7.26758413461538,7.20354567307692,7.18175480769231,7.14395432692307,7.09814903846154,7.08703125,7.03010817307692,7.03966947115384,6.98296875,6.97318509615385,6.97318509615385,6.91715144230769,6.91637319711538,6.91626201923077,6.91637319711538,6.91181490384616,6.89758413461539,6.88802283653846,6.89758413461539,6.94027644230769,6.94494591346154,6.95450721153846,6.99719951923077,7.00186899038462,7.011875,7.05879206730769,7.10882211538462,7.11593749999999,7.17241586538461,7.20754807692308,7.23912259615384,7.28670673076923,7.34340745192308,7.40055288461539,7.45213942307692,7.51284254807693,7.57132211538461,7.62824519230769,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0197793818467,31.0043136954114,31.0043136954114,31.0043136954114,31.0043136954114,7.61401442307692,7.55798076923077,7.50061298076923,7.46014423076923,7.428125,7.38120793269231,7.3240625,7.26891826923077,7.26736177884615,7.20087740384616,7.20087740384616,7.14395432692307,7.14395432692307,7.08703125,7.09659254807692,7.08703125,7.03010817307692,7.03010817307692,7.03010817307692,7.03021935096154,7.0256610576923,7.01143028846153,7.01143028846153,7.00186899038462,7.03055288461538,7.06835336538462,7.06835336538462,7.06835336538462,7.12527644230769,7.11571514423077,7.17241586538461,7.19420673076923,7.23912259615384,7.28092548076923,7.32094951923077,7.3436298076923,7.40055288461539,7.45591947115384,7.5090625,7.54908653846154,7.60600961538461,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0081801170202,31.0043136954114,31.0043136954114,31.0043136954114,31.0043136954114,31.0043136954114,7.60200721153846,7.55753605769231,7.51706730769231,7.48504807692308,7.42856971153847,7.38276442307692,7.37120192307692,7.32428485576923,7.27158653846154,7.25780048076923,7.21510817307692,7.20087740384616,7.20087740384616,7.20087740384616,7.14395432692307,7.14395432692307,7.153515625,7.14395432692307,7.13950721153846,7.12527644230769,7.12527644230769,7.12527644230769,7.12527644230769,7.18131009615384,7.17263822115385,7.17286057692308,7.23867788461538,7.22956129807692,7.29337740384615,7.29604567307693,7.3436298076923,7.39610576923076,7.40989182692308,7.45747596153846,7.52106971153846,7.56420673076924,7.60600961538461,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0043136954114,31.0043136954114,31.0043136954114,31.0043136954114,31.10204957691,31.1997854584085,7.61045673076923,7.57399038461539,7.55175480769231,7.48549278846153,7.46058894230769,7.43790865384616,7.37475961538461,7.37164663461538,7.34674278846153,7.3240625,7.31472355769231,7.28581730769231,7.26713942307692,7.25780048076923,7.25780048076923,7.25780048076923,7.25335336538461,7.23912259615384,7.23912259615384,7.23912259615384,7.23912259615384,7.28492788461539,7.28670673076923,7.28670673076923,7.34185096153846,7.3436298076923,7.40677884615385,7.40989182692308,7.45569711538462,7.46725961538461,7.51439903846154,7.57799278846154,7.62112980769231,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0043136954114,31.0043136954114,31.0043136954114,31.1044929739474,31.1997854584085,31.1997854584085,31.1997854584085,31.1997854584085,7.60867788461538,7.55798076923077,7.55175480769231,7.48816105769231,7.48549278846153,7.44502403846153,7.43790865384616,7.428125,7.37520432692308,7.37164663461538,7.37164663461538,7.37164663461538,7.37164663461538,7.36764423076923,7.35296875,7.35296875,7.35296875,7.35296875,7.40633413461538,7.40989182692308,7.40989182692308,7.45036057692308,7.45747596153846,7.48682692307693,7.51439903846154,7.56954326923077,7.5806610576923,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0043136954114,31.1215967532097,31.1997854584085,31.1997854584085,31.1997854584085,31.1997854584085,31.1997854584085,31.1997854584085,31.1997854584085,7.59978365384615,7.59933894230769,7.54552884615385,7.54241586538462,7.54241586538462,7.49661057692308,7.48504807692308,7.48549278846153,7.48549278846153,7.48549278846153,7.48149038461538,7.46681490384615,7.46681490384615,7.46681490384615,7.46681490384615,7.50728365384615,7.52418269230769,7.52373798076923,7.54864182692308,7.57132211538461,7.58110576923077,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.1997854584085,31.1997854584085,31.1997854584085,31.1997854584085,31.1997854584085,31.1997854584085,31.1997854584085,31.1919287875271,31.1840721166456,31.1840721166456,31.1840721166456,31.1840721166456,7.60022836538462,7.59933894230769,7.59889423076923,7.59933894230769,7.59933894230769,7.59533653846154,7.5806610576923,7.5806610576923,7.5806610576923,7.58110576923077,7.59978365384615,19.4750947601351,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.1997854584085,31.1997854584085,31.1997854584085,31.1997854584085,31.1919287875271,31.1840721166456,31.1840721166456,31.1840721166456,31.1840721166456,31.1840721166456,31.1840721166456,31.1840721166456,25.3469934028571,19.5099146890686,19.4545095174427,19.3991043458168,19.3991043458168,19.3991043458168,19.402798180557,19.4192802121749,19.4626364288317,19.514798609563,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.1997854584085,31.1919287875271,31.1840721166456,31.1840721166456,31.1840721166456,31.1840721166456,31.1840721166456,31.1840721166456,31.1840721166456,25.3469934028571,19.5099146890686,19.4545095174427,19.3991043458168,19.3991043458168,19.3991043458168,19.4035369475051,19.4175735195178,19.4175735195178,19.5065812894748,19.5510851744534,19.5510851744534,19.5510851744534,19.5510851744534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.1840721166456,31.1840721166456,31.1840721166456,31.1840721166456,25.3469934028571,19.5099146890686,19.4545095174427,19.3991043458168,19.3991043458168,19.3991043458168,19.4064427641673,19.4128946621802,19.4386557476727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
