,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,0.207642881742416,,
3,,,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,0.214011949861097,,
4,,,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,0.225476272474721,,
5,,,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,0.23566678146461,,
6,,,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,0.244583476830763,,
7,,,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,0.256047799444387,,
8,,,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,0.266238308434276,,
9,,,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,0.275155003800428,,
